avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,BirthRate
42,19,217,462.6,40251,8042,17.5,0,40.2,37.4,42.4,2.65,49.2,9.777777778
117,56,196.1,444.8,37632,17860,20.1,0,45.7,44.5,47.4,2.36,52.8,6.395035078
117,49,221.3,526.2,37453,19119,22.6,0,41,40.5,41.9,2.59,55.8,3.464419476
36,14,174.1,468.4,34884,5677,20.6,0,45.8,45.1,47.4,2.61,51.8,4.545454545
215,102,209.6,453.3,36942,40435,19,0,39.7,38.7,40.4,2.51,50.2,6.99356005
663,267,176.7,451.1,43212,126302,16.7,47.50518598,39.8,39.5,40.1,2.29,50.8,4.081698817
93,44,201.4,434.8,33573,16748,23.3,0,42.2,40.2,45.9,2.48,49.9,6.408629442
182,87,205.4,443.1,36205,33960,21.5,0,36.9,35.1,39.4,2.32,49,5.005740528
158,72,203.7,459.9,35400,26521,21.9,0,42.5,40.9,43.7,2.65,53.9,5.225066196
788,232,139,443.4,97936,211672,5.6,118.1072603,38.9,37.9,39.6,2.86,66,4.474464442
573,219,179.2,463.3,60955,128911,10.1,23.27186974,40.1,39.1,40.9,2.72,56.6,4.280356467
248,156,245.2,394.3,42471,57580,20.4,0,38.9,38.2,41.3,2.68,44.5,7.105682422
57,25,182.2,401.3,66878,18105,10.7,0,31.3,30.3,33.9,3.05,58.1,10.78180889
474,163,168.3,499.2,42128,88255,17.9,11.33080279,36.4,35.6,37.5,2.77,50,5.728131815
165,76,194.6,433.4,44551,25350,17.5,0,49,48.3,50.1,2.46,55,8.072153326
33,16,138.8,289.2,58867,8715,9.4,0,44.1,43.1,45,2.6,62,3.583061889
12,6,213.4,435.7,55177,1947,11,0,45.1,43.4,47.5,2.63,61.1,2.949061662
186,81,169.1,387.6,52785,48435,16.9,454.2169918,35.5,34.5,36.6,3.04,52.1,5.556068297
140,58,160.1,398.2,58792,29563,11.2,0,40.6,40.2,41.2,2.59,59.6,4.630829016
26,9,110.4,334.4,36821,7210,19.9,0,34.9,35.6,34.6,2.92,57.9,2.595628415
122,45,140,388.9,50107,21269,13.5,0,51.5,51.7,51.4,2.45,57.5,6.419479801
326,140,181.8,415.6,52886,80527,14.7,0,38.7,38.3,39.2,2.94,52.8,4.583083383
27,13,212.3,458.2,36027,3618,18.3,0,48.5,46.4,50,2.06,56.5,6.068601583
102,45,151.6,341,40680,32874,24.9,0,35.3,34.9,36.3,2.85,39.9,8.618283322
1184,430,177.3,475.2,51048,334941,14.2,8.956801347,30.2,29,31.2,2.89,52.8,5.835105126
6298,2451,157.2,399.2,50699,1897753,18.3,286.6547965,33.1,31.8,34.5,2.9,45,5.991129949
53,24,154,372.8,57177,11004,12,0,48.6,47.8,49.2,2.55,61.9,3.865213082
107,55,190.7,393.2,44397,17891,15,0,46,45.3,46.7,2.52,57.8,3.008595989
455,200,184.8,427.6,41883,93389,20.1,0,37.7,36,39.6,2.63,46.6,7.433542774
1217,464,169.3,429.3,73788,346312,9.9,2.88756959,35.5,35,35.8,2.85,54.5,6.533051164
545,193,151.8,424.7,41641,215037,26.4,51.15398745,25.2,24.6,25.8,2.58,37.4,4.690848607
45,19,160.4,387.7,40179,9145,13.8,0,42.1,42.1,42.1,2.27,45.9,1.812688822
35,16,173.3,408,27875,7230,32.4,0,31.7,26.5,38.7,3.31,32.8,6.831489915
210,97,188.4,427.7,41316,37896,17.5,0,41,39.5,42,2.71,52.5,2.5472273
98,44,224,508,33134,13786,27.4,0,42.3,40.6,43.4,2.35,43.4,7.939133311
583,206,172.6,490.9,51138,125175,14.3,191.7315758,34.7,33.2,36.2,2.57,49,5.823193854
1401,577,199.4,492.8,39812,251460,24.1,365.863358,36.6,34.8,38.4,2.55,39.3,5.272379222
1006,396,192.2,490.4,45979,198788,18.4,5.030484738,36.1,34.8,37.4,2.55,47.3,6.064227035
57,25,200.1,467.6,36350,9993,23.3,0,39.9,36.8,43.5,2.48,46.4,2.079107505
39,10,133.3,509.4,59300,6817,12.2,0,42.6,40.1,43.8,2.57,64.9,7.70252324
63,28,224.9,504.4,34116,10147,23.3,0,38.5,35.6,42.5,2.48,48.2,2.469135802
102,38,177.8,473.5,35385,16295,28.2,0,42.2,39.8,45.8,2.51,37,8.809020437
116,52,216.1,480.4,31835,20142,30.9,0,38.3,35.5,41.2,2.33,42.8,2.773207991
161,64,197.8,503.8,40642,27052,23.5,258.7609049,39.8,39.1,40.6,2.61,46.4,5.389797883
2082,759,178.8,487.1,46831,446753,18.4,346.947866,33.2,31.7,34.7,2.57,39,4.474235159
41,20,250.7,512.7,25402,7307,43,0,33.3,32.1,36.8,2.26,28.1,4.305555556
135,48,212.2,570.8,41651,19696,20.4,0,41.8,40.9,43.5,2.43,42.5,4.203655352
169,77,211.4,459.2,32615,33743,24.1,0,35.8,34.6,37.5,2.65,43.7,8.601712189
124,37,140.5,479.6,32318,20410,29,0,37.9,35.8,40.6,2.54,42.8,5.698070375
111,49,222.7,482.7,40668,22343,22.8,0,37.6,37,39,2.63,46.2,3.728510828
394,155,205.9,515.4,45226,74103,19.4,0,35.8,34.7,37.1,0.0277,46,6.645642202
211,80,225.1,586.2,47377,33095,19.9,0,38.4,36.3,40.1,2.61,39.7,4.869631902
105,47,217.7,518.6,37130,15858,24.6,0,39.6,37.8,42.2,2.49,46.1,4.002444241
2350,941,188.6,473.9,47024,436275,15.8,430.9208641,38.7,37.2,40.2,2.57,43.1,5.165714506
179,78,208,499.6,37968,31439,21.7,0,38.4,35.7,40,2.65,46.6,7.155147691
1015,377,182.9,487.3,51340,240098,15.1,79.13435347,34,33,35,2.55,44.6,5.986172971
478,203,198.7,467.5,47382,98325,17.6,20.34070684,36.6,35.6,37.6,2.68,49.4,4.817078346
81,37,209.6,464.8,44139,14974,18,0,38.6,37.4,42.1,2.46,52.3,5.144490314
188,90,205.7,436.3,32889,47774,29.7,0,27.4,26.2,28.6,2.56,35,4.279213153
594,215,186.5,494.6,58818,137788,12.3,0,35.3,34.6,36.2,2.79,52.2,5.711293942
47,22,181.9,379,26732,11514,41.4,0,34.6,32.9,36.5,2.55,34.6,4.463336876
155,63,186.4,457.3,30636,26395,29.4,37.88596325,39.3,37.2,41.1,2.5,42.9,4.979184013
189,78,181.5,447.2,34522,39179,31.1,0,33.8,32.2,34.7,2.66,40.6,3.688606085
1619,680,193.6,466,35468,389617,27.9,523.5911164,35.4,34.7,36.1,2.38,30,5.131693567
760,318,199.7,480.9,40877,156761,23.6,140.3410287,34.7,33.5,35.9,2.55,41.9,6.070254725
106,41,180.7,458.7,51304,23495,16,0,36.5,36.6,36.4,2.7,52.2,6.549831829
146,54,188.2,507.4,44469,22251,18.3,44.94180037,42.6,42,43.4,0.0256,45.3,4.275724276
707,279,189,484.9,40406,132141,19.8,75.67673924,37.4,35.3,39.1,2.68,44.2,4.202589635
46,18,172.2,431.7,33322,8593,25.3,0,39.8,36.8,41.6,2.54,44.2,10.40892193
110,46,191.3,456.4,36666,20523,24.9,0,38,35.7,40.4,2.59,49.5,3.43803056
157,64,202.5,500.4,39561,24186,21.2,82.69246672,41.5,41.1,42,2.6,51.8,6.366608963
168,75,233.1,516.9,45615,45408,17.9,0,33,32.7,33.3,2.92,43,5.677721702
238,92,190.3,470.8,60751,52812,12.1,37.87018102,37.2,36,37.9,2.83,48.7,6.11124004
61,28,212.5,461.5,35004,10567,24,0,39.2,37.1,41.2,2.59,42.3,3.087986464
120,48,201.2,497.4,47477,21567,16.1,0,38.8,36.7,40.2,2.69,46.7,4.363776791
209,87,200.6,460.8,47225,43626,20.8,0,36,35.2,36.8,2.83,44.7,4.727439304
497,202,217.8,530.4,32683,83848,30.1,0,36.6,35.2,37.8,2.68,43.1,6.971510409
272,106,198.1,499.7,46713,53835,18,0,36.7,35.5,37.7,2.77,49.5,6.463878327
282,118,200.6,474,42075,52810,21.8,0,37.7,37.1,38.2,2.58,43,6.284065406
1273,458,177.7,494.5,63441,250088,11.2,115.9591824,39.8,38.7,41,2.7,54.3,5.430602081
599,250,207.1,489.9,39927,128755,22.5,62.13350938,412.8,33,35.6,2.68,44.4,3.432793045
27,10,142.5,389,27522,4740,32,0,43,40.7,47.3,0.0248,33.8,2.925809822
549,234,213.2,493.1,49044,113972,20.9,96.51493349,35.2,34.4,36,2.78,47.7,5.230870955
134,65,220.2,463.9,38998,22477,22,0,41.7,40.3,43.4,2.6,50.1,4.316239316
328,113,180.3,529.1,45331,59875,18.3,0,36.7,35.6,37.7,2.69,48.5,5.605176173
207,85,204.5,478.1,46682,50803,13.9,0,30,28.8,31.4,2.82,55,7.229203118
296,125,224.8,536.6,29749,46371,29.1,0,39.2,37.4,41.2,2.54,46.8,6.368497812
256,110,205,485.3,36003,40021,22.2,0,40.9,38.5,43.1,2.51,44,6.027155315
126,42,182.8,526.7,51550,25490,20.5,0,35.4,34.6,36.7,2.61,47.1,5.538105472
65,30,195.6,443.2,33959,11293,22.5,0,39.7,37.8,41.4,2.48,46.6,5.737356566
73,24,148.2,429,53679,15385,24,0,40.4,40.5,39.9,3.04,36.1,6.799830004
96,41,227.5,524.4,36644,14568,26.8,0,41.3,40.1,42.6,2.36,46.9,4.891661195
600,242,188,478.2,46701,107233,15.4,83.92938741,40.6,39.6,41.4,2.34,49,5.235413921
486,200,188.2,472.8,36066,68628,20.1,14.571312,46.6,45.6,47.6,2.24,54.1,5.029215359
1620,607,173.3,479.6,61436,289977,10.8,500.0396583,41.9,40.3,43.3,2.37,49.4,3.772833827
177,69,167.5,435.2,41035,29991,15.8,0,44.9,44.1,45.6,0.0248,51.3,3.482221569
383,136,165.4,491.9,45807,54659,12.9,18.29524872,47.4,46.2,48.4,2.18,54.1,5.103569855
741,308,193.2,478.4,45556,119980,13.8,300.0500083,44,43.2,44.6,2.28,49.6,4.823685961
284,108,169.4,484.9,50002,39855,13.9,501.8190942,47.2,45.3,49.2,2.27,51.5,4.550819672
236,99,170.6,436.6,47905,33969,11.7,58.87721158,49.8,48.5,51,2.25,53.5,5.786534285
371,154,189,477.6,40120,57202,16.1,0,45.7,45.2,46,2.6,48.1,4.600845561
929,355,187.5,507.3,42728,152692,18,438.7918162,41.3,39.9,42.8,2.36,48,4.133114215
128,53,194,478.1,36994,16931,20.3,0,49.8,49.5,50.1,2.24,52.8,6.290471785
208,82,173.6,451.7,55630,35149,10.5,56.90062306,45.2,44.2,46,2.26,54.2,5.263857504
313,139,200.2,458.3,39001,51113,17.3,0,44.9,44.2,45.4,2.34,51.2,4.712136228
250,93,180.1,484,46598,39155,15,0,45,44.3,46,2.26,53.7,4.975063861
242,110,216.7,501.5,38057,31625,18.5,0,46.8,45.9,47.8,2.18,51,5.793688177
1246,451,173.7,497.7,55482,201169,11.2,159.0702345,44.1,42.9,45.2,2.4,52.6,5.050755137
517,183,172.2,519.3,39808,72528,18.5,261.9677917,41.5,39,44.1,2.33,44.2,4.613602728
2676,977,176,468.1,86654,564195,6.7,69.12503656,38.4,36.8,39.7,2.66,51.7,5.291115354
4499,1714,171,472.3,67766,831128,9.8,216.5731392,39.1,37.4,40.6,2.56,46.2,5.073719664
406,153,175.2,444.5,92446,90595,7.2,0,40.6,39.8,41.7,2.87,52.7,3.454078056
174,69,185.6,465.1,49573,32579,16,0,40.1,39,40.6,2.7,50.2,5.404323459
862,326,171.1,456.2,84500,167627,5.9,89.48439094,42.2,41,43.1,2.73,56.7,4.31864301
522,207,195.5,484.3,62198,102382,10.6,419.9957024,40.1,39.5,40.5,0.0273,52.5,4.297102051
572,239,186.7,420.5,86703,156118,7.2,0,37.7,36.2,38.9,2.84,50,4.693221178
210,84,185.4,481.6,42279,32384,17.5,0,43.8,42,45.1,2.41,47.9,5.456570156
1037,367,155.6,435.9,83698,245322,6.5,114.1357074,39.1,38.1,40.1,2.68,54.7,4.557287265
166,64,154.8,417.1,47441,29460,12.4,0,44.5,42.8,45.6,2.47,56.5,6.553245117
1302,450,169.9,485.5,79403,250290,8,79.90730752,40.1,38.6,41.3,2.69,54.7,6.156408818
1186,346,131.9,418.1,106871,313414,6.1,165.9147326,38.8,37.5,39.7,2.78,58,5.158672656
140,59,180,461.7,53288,19787,13.8,0,46.2,44.2,47.4,2.39,47,4.528650647
4139,1292,120.1,392.9,97279,1040116,7.2,184.5947952,38.5,37,40,2.76,53.2,5.281994667
3222,1302,172.7,401.9,71904,909535,10.3,21.98925825,35.8,34,37.7,2.86,38.5,5.044283329
254,100,173.8,429.6,80650,48904,7.5,0,43.5,42.7,44.1,2.75,57.4,5.627462015
433,180,181.5,423.2,84686,111413,8.6,17.95122652,36.3,35.9,36.8,2.79,53.9,5.419453329
151,64,216.5,511.9,38376,25768,25.5,0,37,36.2,38.6,2.26,32.3,5.312389693
280,111,161.9,454.6,54836,37512,11.7,213.2650885,49,48.2,49.6,2.3,54,3.328451604
782,320,181,457,54606,149585,13.8,73.53678511,40.4,39.1,41.9,2.5,49.4,5.93936457
564,221,204.3,532.1,51927,102370,16.9,224.6751978,35.5,34.4,36.7,2.62,44.7,5.35618844
413,164,186.8,499.8,55691,51540,11.9,0,49.1,47,50.2,2.45,50.7,5.625635809
3144,1419,226,497.2,41895,621849,23.3,886.0671964,34.6,33.3,35.9,2.47,26.6,5.449538255
1892,685,163,505,64150,214333,8.9,41.99073404,51.3,49.5,53,2.24,53.2,3.521180903
860,313,157,464.3,49890,127828,13,125.1681948,45.8,44.4,47.1,2.22,45.6,4.573604784
53,24,189.6,430.5,53244,11721,14,0,34.8,33.1,37.4,2.86,50,7.0703125
192,78,158,424.8,55139,34765,15,0,42,37.6,45,2.68,48.3,5.054495913
595,243,139.1,332.2,37935,269721,32.3,44.49041788,28.3,26.8,29.6,3.73,46.6,6.921416298
202,83,173.1,424.5,44110,41486,16.8,0,37.3,35.7,37.9,2.77,49.5,5.69874932
32,14,193.7,434.9,52548,5657,12,0,39,38.4,39.7,2.42,63.9,7.705934455
554,261,184.8,403.5,43379,131705,19.3,83.51998785,34,32.1,36.6,2.45,45,6.108318631
78,30,181.5,480.2,39377,13027,15.8,0,37.6,36.6,38.4,2.41,48.8,6.288032454
73,35,167.3,345.6,29782,21903,38.8,0,32.3,30.8,35.2,3.51,44.3,4.799131379
176,74,152.8,368.3,62752,47520,11,0,40.4,39.3,41.3,2.9,56,5.291214215
28,13,182.9,383,55493,8005,13.5,124.9219238,33,32.7,33.4,2.84,55.5,7.146724418
248,113,180,389.3,59904,62953,10,0,39.3,38.7,39.7,2.86,57.1,7.013024188
283,122,167.6,417,42753,43356,15.4,0,48.2,47,49.9,2.57,55.4,6.943899568
31,12,158.8,412.1,60738,8546,11.4,0,34.1,33.5,34.2,3.01,62.2,5.57582074
106,51,191.1,428,41872,18270,16.4,0,41.9,39.7,44.6,2.54,58.1,6.038978864
41,13,112.5,340.9,33291,14374,32.6,0,29.2,27,30.9,3.16,52.3,9.67556704
37,15,126.3,321,26336,12235,31,163.4654679,30.5,29.1,32.7,3.26,40.2,4.962779156
27,11,168.7,421.4,50818,6354,9.8,0,33,31.9,33.4,2.84,60.8,12.66766021
171,62,137.3,377.6,56313,52097,11.6,0,32,31.3,33,3.08,63.7,8.779499824
295,80,104.1,376.1,51735,120783,14.2,157.3069058,25,25.2,24.9,3.19,56.1,7.221172023
102,38,155.9,433.1,47340,20479,15.7,0,35.1,34.1,35.7,2.61,54.3,8.165882856
1009,268,119.3,428.8,70797,336043,7.2,5.951619287,30.2,29.4,30.9,3.29,61.4,7.253229221
73,25,155.5,448.1,61976,20862,11.6,0,30.2,30.5,30,2.94,65,10.01338091
37,13,113.2,339,49709,10370,12.9,0,34.5,34.3,34.8,3.02,61.9,7.28003573
26,8,105.4,399,45666,5009,12.2,0,39.6,38.3,43.6,2.75,59.9,3.098290598
44,19,179.8,404.1,43344,9516,15,0,39.1,37.9,39.5,2.44,46.3,2.808716707
156,48,131.1,418,43615,48368,22.1,310.122395,28.1,27.8,28.3,3.07,54.2,9.572250479
34,12,136.9,392.3,55204,10594,11.4,0,30,26.8,32.6,3.29,59.4,6.440382942
39,14,129,398.9,48456,7131,11.8,0,43.6,41.4,45.5,2.55,55.9,4.954367666
49,19,131.6,361.5,52623,12645,12.9,0,34.9,34.2,35.7,2.98,62.7,8.884297521
33,11,138.7,380.5,82597,11065,4.6,0,32.3,31.6,32.8,3.4,69.2,6.102877071
9,4,166.4,347.2,56772,2311,10.3,3894.418001,34.7,35.5,33,3.57,62.4,7.99086758
3540,1056,130.9,417.3,62536,1107314,11.9,345.8820172,31.8,31.3,32.3,3.03,52.1,6.633919132
35,16,123.9,261.1,40590,15772,29.2,0,30.6,29.1,31.9,3.75,44.4,4.937906564
97,39,156.7,383.8,44644,28778,17.1,0,30.5,30.8,29.9,0.0313,54,5.587610082
93,35,154.2,417.4,48622,20984,12.1,0,34.1,33.7,35,2.9,59.6,9.947524527
142,32,123.6,432.7,92560,39633,6.8,25.231499,38.2,37.8,38.4,2.75,63.2,4.14207772
208,59,146.7,489.9,64193,62952,8.1,0,30.7,30.5,30.8,3.25,59.4,6.916426513
97,35,133.2,365.5,65489,37928,9.6,0,29.7,29.3,30,3.22,57.2,9.686539644
1251,361,120.4,394.9,60957,575205,12.6,62.58638225,24.4,24.3,24.6,3.62,58.8,8.614426925
81,20,114.5,432.5,65207,29161,7.1,205.7542608,33,32.5,33.2,3.27,59.1,3.613892365
672,223,124.8,408.4,50169,155602,12.9,141.3863575,34.6,33.4,35.9,2.99,59.4,6.593968853
12,4,129.3,366.9,42366,2692,14.1,0,40.3,40.2,40.3,2.74,67.3,11.13360324
858,275,134.2,417.9,59293,243645,12.3,221.6339346,31.8,31.3,32.3,2.94,54.5,7.55683473
192,76,173.3,436.9,59089,37035,9.5,0,42.8,42.3,43.7,2.38,50.3,4.669664476
261,100,176.1,488,44674,36317,14.4,55.07062808,46.1,44.8,47.3,2.25,51.3,3.885024281
188,76,184.3,476.2,45029,30780,13.9,259.9090318,43.1,42.2,44.4,2.43,49.5,3.307540586
737,252,159,463.7,61908,161382,11,632.040748,36.3,35,38.1,2.36,46,4.180500351
48,17,171.3,492.7,35570,6163,19.6,0,48.8,49,48.6,2.29,53.9,4.942339374
232,95,187.8,450.4,59184,48799,9.1,0,39.9,39.1,40.9,2.57,53.4,4.602473498
48,16,206.1,548.5,60081,6861,9.1,0,47.1,47.4,46.8,2.34,59.8,3.969883641
128,48,173.7,461.6,49142,25235,12.6,118.8825045,40.5,40.3,40.8,2.39,49.1,3.897685749
174,63,175.5,479.7,53025,28899,12.8,34.60327347,45,43.8,46,2.32,54.4,4.652301665
161,66,172,438.8,42089,27100,16.2,0,44.8,43.7,45.8,2.35,51.6,4.689807976
393,150,178.8,476,44888,59736,13.5,100.4419446,45.5,44.3,46.9,2.29,49.4,4.093296262
343,123,165.8,467.3,58673,58612,11,443.5951682,43.2,41.7,44.7,2.32,49.5,2.874885005
274,112,183.7,463.3,49616,43386,12.9,0,45.8,44.3,47.2,2.21,50.7,3.546703589
369,133,160.4,461.9,51513,55737,12.1,53.82421013,46.8,45.6,47.9,2.25,53.4,4.807193498
221,106,216.2,479.4,38390,32973,19.4,0,45.3,42.7,47.3,2.29,52.6,4.349749336
425,174,143.8,372.9,67083,105703,9.1,113.5256331,38.6,36.9,40.4,2.45,51,5.043113678
98,50,189.5,401.8,45454,15677,15.8,255.1508579,47.2,45.6,48.6,2.33,54.2,8.070065687
84,35,216.5,522.5,51738,12903,12.9,0,45.8,41.2,48.4,2.68,57.5,6.59515296
181,81,183.9,427.4,43998,31914,13.7,0,43.6,42.4,44.7,0.0248,50.1,5.278870946
86,36,178.9,432.6,44397,15414,15.1,0,42.3,41.6,43.4,2.55,54.3,4.406073236
657,224,136.5,369.7,107143,229164,8.5,30.54580999,33.9,33.8,34,2.24,42.9,5.34181797
391,163,167.1,408.9,57808,74314,9.8,26.91282935,44.2,43,45.4,2.5,57.3,5.594450511
31,14,173,419.3,43852,4470,11.5,0,48.3,45.8,49.4,2.1,55.1,8.043694141
44,20,220.5,472.2,42624,6561,14.1,0,44.8,43.3,47.6,2.19,53.5,5.213270142
180,68,148.7,401.6,63646,33347,7.8,0,46.4,45.5,47.2,2.55,61.4,3.635817308
104,39,165.3,463.4,37344,16698,21.9,0,41.7,40.3,46.6,2.51,38.6,4.689366786
105,56,175.8,325.8,32083,22776,23.2,0,45.5,43.1,47.9,2.37,51.6,6.462372316
82,39,191.8,390.1,38731,17032,22.8,0,42.2,40.9,44.7,0.0268,43.5,3.636938646
267,115,160.1,384.7,46663,55086,14.5,0,42.4,40.8,43.6,2.5,54.6,4.696595168
163,65,201.8,503.8,56099,29984,11,0,39.1,38.3,40,2.48,51.7,4.384535624
168,78,172.5,390.6,38474,29724,17,0,46.1,44.5,48.6,2.37,56.5,5.65626049
50,23,214.2,492.6,49768,7040,13.1,0,48.6,47.6,49.4,2.47,44.7,4.814305365
76,33,182.2,434.4,36339,12201,20.7,0,44.6,41.9,45.9,2.57,44.5,2.903225806
1557,496,165,497,72972,335687,8.3,74.47413811,38.2,36.9,39.3,2.78,52.6,4.829985959
77,38,197.4,417.9,70281,14363,8.2,0,45.7,44.2,46.7,2.55,50.7,6.678141136
29,13,169.4,389.7,46551,5211,12.4,4221.838419,47.1,46.6,47.6,2.35,57.3,6.776556777
209,90,187.1,421.6,62394,49432,11,20.22981065,38.9,37.9,39.6,2.83,55.9,4.025191676
56,24,179.2,436.4,41409,9719,19,0,44.3,41.5,45.4,2.45,45.8,7.259953162
74,46,218.9,356.4,32103,15115,21.3,0,43.4,42.4,44.5,2.43,55.5,6.491885144
138,60,185.4,414.5,52288,27852,12.1,0,42.4,41.3,43.3,2.74,45.1,5.697445973
66,29,183.4,433.5,48277,11130,14.5,0,44.8,45,44.5,2.53,45.4,1.972920696
3959,1229,126.9,381.8,110507,1142234,6.7,153.208537,37.4,36.4,38.4,2.85,56,5.344658861
272,116,162.9,369.4,89106,68782,7.4,43.61606234,41.5,40.6,42.4,2.84,57.5,5.083533771
78,30,138,372.4,43355,15651,14.1,2875.215641,45.2,42.9,46.4,2.46,58.9,4.274857505
136,56,176.5,435.3,64258,26235,7.9,0,41.6,40.3,42.9,2.5,58.6,5.34985643
316,124,162,422.8,47419,56264,16.3,0,45,44.7,45.2,2.36,58.4,5.965766068
389,157,185.3,456.6,65485,83199,7.7,0,40.1,39.1,41,2.72,57.4,5.175688509
94,46,189.4,403.8,45979,16708,13.5,598.5156811,43.9,42.1,45,2.32,50.7,8.255410099
224,90,200.4,491.8,58900,37143,9.7,26.92297337,43.6,42.3,44.8,2.57,57.9,4.308202154
138,43,153.4,486.9,86610,22253,7.5,0,47.2,46.1,48.4,2.5,62.8,2.75862069
84,50,196,355.3,31893,16012,19.9,0,47.6,47,48.6,2.24,55.2,6.072477963
85,32,156.5,404,61762,19162,9.6,0,481.2,39.4,41.4,2.64,59.8,3.450671607
69,24,174.7,492.2,36459,11885,25.1,0,42.9,41.5,45.5,2.17,38.4,1.886792453
211,97,178.3,412.7,39079,35125,18,28.46975089,45.3,43.1,46.9,2.43,47.8,5.521048999
568,185,163.7,496.6,81940,103227,6.1,106.5612679,41.9,40.4,43.2,2.65,58.9,4.125165648
1459,565,169.1,444.7,62446,325155,11,153.772816,37.9,36,39.7,2.54,46.9,5.200247219
479,163,147.7,409.3,44490,150965,24.9,0,31.4,32.2,30.4,3.19,44.3,6.638754179
416,176,190.6,460.1,36333,64591,24.3,0,45.5,44.4,46.8,2.34,45.4,6.718511986
123,54,169.9,365.7,49995,31345,19.4,0,37,34.7,44.2,2.24,43.5,7.549668874
38150,14010,148.4,405.5,55686,10170292,18.7,255.9415207,35.6,34.4,36.8,3.02,42.4,4.70528099
611,212,147.5,420.3,43171,154998,22.3,109.6788346,33.5,32.2,34.5,3.35,47.6,6.972732188
1625,483,135.2,475,94549,261221,8.8,421.0993756,45.4,43.7,46.9,2.41,51.8,5.448237059
116,43,147.6,396.8,47781,17531,16.2,0,50.6,50.6,50.6,2.29,58.2,9.589041096
513,197,167.5,452.2,42840,87649,18.8,79.86400301,42.2,40.6,44,2.51,45.1,5.383139601
877,343,162.9,415.9,43818,268455,24.8,29.80015273,30.4,29.6,31,3.32,45.8,6.393691516
57,24,160.8,408.6,39172,8965,20.2,111.5448968,47.8,47.6,48.2,2.32,52.1,8.313253012
45,13,102.1,320.8,59181,13909,11.3,0,38.5,40.2,36.1,2.82,42.2,1.991310644
155,62,192.7,477.5,34971,26489,25.4,0,38.8,36.6,41.9,2.61,41.5,6.266977105
68,34,195.6,391.8,34445,13963,21.2,214.8535415,41.3,39.6,43.6,2.56,47.7,8.330673476
1601,551,140.8,413.6,57428,433898,17,73.75005186,33.5,32.8,34.3,3.26,46.3,5.921976696
815,298,170.2,488.9,71063,142456,9,182.5124951,40.3,39,41.7,2.74,50.9,4.941095375
628,227,144.9,423.9,57118,98877,11.4,182.0443581,49,47.5,50.5,2.38,53.6,4.079089924
12694,4410,143.8,418.6,76061,3169776,12.9,145.7516241,37.1,35.8,38.4,3.04,50.1,4.827807522
1948,686,153.4,460.5,75689,375391,8.3,407.5750351,41,39.7,42.2,2.67,55.6,4.433234709
134,53,167.2,420.3,47964,18409,14,0,51.3,50.3,52,2.26,53,4.06430088
8857,3377,154.6,414.5,56877,2361026,17.1,57.17853171,34.5,33.5,35.5,3.24,48.4,5.475268467
6346,2389,168.9,452,55803,1501335,18.1,239.1205161,35.5,34.2,36.8,2.76,45,5.384470827
216,75,150.4,433,68166,58792,14.1,102.0547013,35,34.2,35.7,3.33,51,6.536926148
7241,2778,168,423.1,51951,2128133,20.4,62.02619855,32.5,31.4,33.6,3.33,45.4,6.007621442
419,189,187.9,426.3,39922,82005,17.2,512.1638924,40.5,39.4,41.9,2.55,57.6,3.913308575
13294,4895,157.1,434.9,66034,3299521,14.7,139.1111013,35.1,33.7,36.5,2.86,47.2,4.953958986
3948,1387,145.1,428.9,83788,864816,12.1,445.1814027,38.5,38.4,38.6,2.32,38.8,3.673722996
2718,1065,168.9,432.1,51527,726106,20.7,60.59721308,33.5,32.4,34.6,3.16,47.9,6.148432798
1459,520,149.4,443.7,61775,281401,14.5,156.3604962,39.3,37.1,41.5,2.51,48.2,4.076692166
3648,1186,140,447,100806,765135,7.5,218.2621367,39.5,38.2,40.8,2.85,51.9,5.015576324
1912,664,142.3,433,62116,444769,17.4,229.3325299,33.6,32.4,35,2.92,44.9,4.603274095
7334,2355,135,420,97219,1918044,8.5,410.3138406,36.8,35.9,37.8,2.95,53.2,5.541784514
1225,396,145.4,450.4,64257,274146,16.1,83.89690165,37,35.9,38.3,2.72,44.9,4.539151472
1108,465,192,478.8,43661,179533,14.7,5.570006628,42.2,40.2,43.9,2.54,49.1,3.958736974
16,9,158,312.8,47293,2967,13.8,0,54.5,54.4,55.1,2.38,52.4,2.073732719
257,106,189.1,459.6,41940,49565,22.4,0,36.8,34,39.4,2.56,50.6,4.908292431
290,133,192.6,430.4,38641,43554,21.1,160.7200257,47.8,45.9,49,2.26,52.1,4.740349554
2017,744,176.7,472.3,67106,436092,12.3,392.1190941,37.3,35.9,38.7,2.89,46.8,5.163792425
2647,962,163.1,463.4,66949,502146,11.3,213.0854373,40.8,39.2,42.6,2.59,47.2,5.065070552
2075,793,164.9,433.4,50917,538388,18.1,105.8716019,33.5,32.3,34.8,3.08,47.9,6.025884863
386,155,155.1,395.8,51827,96463,15.2,0,35.4,34.1,36.4,2.95,53,6.71564894
372,139,174,473.2,40782,63308,18.2,0,40.5,39.3,42,2.63,51.4,4.096971483
98,41,189.4,455.5,34961,13069,19.9,0,50.3,50.1,50.5,2.38,53.8,1.470588235
